"id","Numéro_questionnaire","Q20_ann_occup","Q11_prof_ville","Ressaltint","Ressaltext","Q11_boiss_bout","Q11_boiss_pluie","Q11_boiss_puits","Q11_boiss_autre","Q11_cafe_bout","Q11_cafe_pluie","Q11_cafe_puits","Q11_cafe_autre","Q11_repas_bout","Q11_repas_pluie","Q11_repas_puits","Q11_repas_autre","Q11_vaiss_bout","Q11_vaiss_pluie","Q11_vaiss_puits","Q11_vaiss_autre","Q11_hyg_bout","Q11_hyg_pluie","Q11_hyg_puits","Q11_hyg_autre","Q11_linge_bout","Q11_linge_pluie","Q11_linge_puits","Q11_linge_autre","Q11_nett_bout","Q11_nett_pluie","Q11_nett_puits","Q11_nett_autre","Q11_WC_bout","Q11_WC_pluie","Q11_WC_puits","Q11_WC_autre","Q11_jard_bout","Q11_jard_pluie","Q11_jard_puits","Q11_jard_autre","Q11_voit_bout","Q11_voit_pluie","Q11_voit_puits","Q11_voit_autre","Q11_ext_bout","Q11_ext_pluie","Q11_ext_puits","Q11_ext_autre","Q11_pisc_bout","Q11_pisc_pluie","Q11_pisc_puits","Q11_pisc_autre","Pondérationprov","Pondérationage","Pondérationstatut","Pondérationstatgeo","Pondérationstatgeocorr","POIDS_GeoStatAgePers1","POIDS_Geo_Stat_AgeP1_AgeL","PondArrEvol","Q1_uti_eau","Q1_conso_eau","Consoeauverif","Diffconseau","PCWC","PCWCTm1only","Q29_cit","CP","Code_postal","Commune","Arr","Arr_group","Province","Distributeur","Q14_stat_occup","Q15_type_log","Q15_autre_type_log","Q17_ann_constr","PeriodeConstr_6classes","PeriodeConstr_Simulateur","Q16_superf_hab","Q16_superf_hab_COR","Q16_superf_hab_COR_CAT","Superf_hab_Nb_Decile","Superf_hab_MoyenneDeDecile","Q16_superf_hab_CATEG","Q18_0_cuis","Q18_1_cuis","Q18_2_cuis","Q18_3plus_cuis","Nb_cuisines","Q18_0_sal","Q18_1_sal","Q18_2_sal","Q18_3plus_sal","Nb_salons","Q18_0_cham","Q18_1_cham","Q18_2_cham","Q18_3plus_cham","Nb_chambres","Q18_0_sdb","Q18_1_sdb","Q18_2_sdb","Q18_3plus_sdb","Nb_SDB","Q18_0_toil","Q18_1_toil","Q18_2_toil","Q18_3plus_toil","Nb_WC","Q11_pisc_ville","Q24_pisc_perm_pres","Q24_pisc_perm_rempl","Q24_pisc_temp_pres","Q24_pisc_temp_rempl","Q11_jard_ville","Q24_cit_pres","Q24_cit_rempl","Puits","Q23_vais_pres","Q23_vais_rempl","Q23_lav_pres","Q23_lav_rempl","Q24_baig_pres","Q24_baig_rempl","Q24_dou_pres","Q24_dou_rempl","Q24_pom_pres","Q24_pom_rempl","Q24_wc_pres","Q24_wc_rempl","Q24_toi_sech_pres","Q24_toi_sech_rempl","NB_PERS_14plus","NB_PERS_moins14","EQUIVAL_ADULTE","NB_PERS","Tmtot","Tmstdard","Q26_pers1_occ","Q26_pers2_occ","Q26_pers3_occ","Q26_pers4_occ","Q26_pers5_occ","Q26_pers6_occ","Q26_pers7_occ","Q26_pers8_occ","Q26_pers9_occ","Q26p1occ","Q26p2occ","Q26p3occ","Q26p4occ","Q26p5occ","Q26p6occ","Q26p7occ","Q26p8occ","Q26p9occ","Q27_inocc","PrésenceDansLog","PrésenceDansLogSemain","Q28_rev","Q26_pers1_naiss","Q26_pers2_naiss","Q26_pers3_naiss","Q26_pers4_naiss","Q26_pers5_naiss","Q26_pers6_naiss","Q26_pers7_naiss","Q26_pers8_naiss","Q26_pers9_naiss","AgeP1","AgeP1_5classes","Q26_pers1_sexe","Q26_pers2_sexe","Q26_pers3_sexe","Q26_pers4_sexe","Q26_pers5_sexe","Q26_pers6_sexe","Q26_pers7_sexe","Q26_pers8_sexe","Q26_pers9_sexe","Q26_pers1_act","Q26_pers2_act","Q26_pers3_act","Q26_pers4_act","Q26_pers5_act","Q26_pers6_act","Q26_pers7_act","Q26_pers8_act","Q26_pers9_act","Q26_pers1_inact","Q26_pers2_inact","Q26_pers3_inact","Q26_pers4_inact","Q26_pers5_inact","Q26_pers6_inact","Q26_pers7_inact","Q26_pers8_inact","Q26_pers9_inact","Q26_pers1_dipl","Q26_pers2_dipl","Q26_pers3_dipl","Q26_pers4_dipl","Q26_pers5_dipl","Q26_pers6_dipl","Q26_pers7_dipl","Q26_pers8_dipl","Q26_pers9_dipl","Dipl_P1_6classes","Q8_fd_eau","Q8_pas_aide","Q10_probl_fact_eau","TauxEffortHydrique","TEH2","TEH3","Q12_conf_eau","Q13_param_eau","Q7_paye_eau","Q7_paye_charg_loc","Q7_eau_1mois","Q7_eau_2mois","Q7_eau_3mois","Q7_eau_6mois","Q7_eau_1an","Factureeau1an","Factureeaucalculée","Q7_charges_1mois","Q7_charges_2mois","Q7_charges_3mois","Q7_charges_6mois","Q7_charges_1an","Q9_compt_budg_eau","Q9_lim_eau","Q9_neant"
1503,17637,1984,"Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non",1.0621,0.8195,0.7775,0.802,0.802,0.804743,0.901312,0.8574,"Oui",20,19.81,0.19,54.273973,54.273973,"Non",7100,7100,"LA LOUVIERE","Soignies","Soignies","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",150,150,"Entre 101 et 150 m2","Entre 131 et 150 m2",146,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Non","Non","Non","""Oui""","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,4,0.923077,1,"Entre 1000 et 1499 €/mois",1957,NA,NA,NA,NA,NA,NA,NA,NA,58,"De 55 à 64 ans","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,NA,"En incapacité maladie/ invaldité",NA,NA,NA,NA,NA,NA,NA,NA,"Secondaire inférieur (3ème secondaire)",NA,NA,NA,NA,NA,NA,NA,NA,"Secondaire inférieur (3ème secondaire)","Non","Oui","Oui c'est déjà arrivé que je ne puisse pas payer ma facture à temps",0.925371,"Non","Non","Plutôt confiant","le calcaire","Tous les 3 mois","Pas usager",NA,NA,35,NA,NA,140,138.805648,NA,NA,NA,NA,NA,"Non","Non","Oui"
1505,19137,2014,"Non","Non","oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,4.9118,0.7775,0.802,0.802,1.070389,1.198836,0.8909,"Oui",200,155.57,44.43,198.241478,213.109589,"Non",6560,6560,"ERQUELINNES","Charleroi","Charleroi","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison jumelée (3 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",180,180,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Oui","Non","Non","Non",0,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non",2,1,1.8,3,3,2.15,"Moins de la moitié de la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,0.15,1,1,0,0,0,0,0,0,2,0.961538,1,"Entre 2500 et 2999 €/mois",1987,1988,2012,NA,NA,NA,NA,NA,NA,28,"Moins de 35 ans","Masculin","Féminin","Masculin",NA,NA,NA,NA,NA,NA,"Employé du secteur privé","Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,"Non concerné","Autre","Etudiant/Elève",NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",2.229558,"Oui","Non","Confiant",NA,"Tous les mois","Pas usager",68,NA,NA,NA,NA,816,735.754135,NA,NA,NA,NA,NA,"Non","Non","Oui"
1506,22601,1989,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,1.1116,0.7775,0.802,0.944756,0.804743,1.122616,0.8909,"Oui",158,162.22,-4.22,141.091542,148.146119,"Non",6060,6060,"CHARLEROI","Charleroi","Charleroi","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1875 et 1918","Avant 1919","Avant 1975",110,110,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non",4,0,2.5,4,4,3.15,"Toute la semaine","Toute la semaine","Moins de la moitié de la semaine","Toute la semaine",NA,NA,NA,NA,NA,1,1,0.15,1,0,0,0,0,0,2,0.961538,1,"Entre 4000 et 4499 €/mois",1962,1962,1990,1993,NA,NA,NA,NA,NA,53,"De 45 à 54 ans","Féminin","Masculin","Masculin","Masculin",NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Fonctionnaire / Enseignant","Sans emploi rémunéré","Sans emploi rémunéré",NA,NA,NA,NA,NA,"Non concerné","Non concerné","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,NA,NA,"Supérieur non universitaire","Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.503159,"Non","Non","Plutôt confiant","la couleur parfois jaunâtre","Tous les 3 mois","Pas usager",NA,NA,192,NA,NA,768,766.611133,NA,NA,NA,NA,NA,"Non","Non","Oui"
1508,27034,2013,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,0.6851,2.2034,2.1718,2.1718,2.179228,1.566865,1.2527,"Oui",74,75.8,-1.8,207.671233,207.671233,"Non",7000,7000,"MONS","Mons","Mons","Hainaut","SWDE","Locataire auprès du secteur privé","Appartement ou studio",NA,"2006 et ultérieurement","Après 2000","Après 2000",90,90,"Entre 71 et 100 m2","Entre 81 et 90 m2",88,"de 81 à 100 m²","Oui","Non","Non","Non",0,"Oui","Non","Non","Non",0,"Oui","Non","Non","Non",0,"Oui","Non","Non","Non",0,"Oui","Non","Non","Non",0,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0.980769,1,"Entre 1000 et 1499 €/mois",1951,NA,NA,NA,NA,NA,NA,NA,NA,64,"De 55 à 64 ans","Masculin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,NA,"Technique",NA,NA,NA,NA,NA,NA,NA,NA,"Professionnel/Technique","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",2.437396,"Oui","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,94,NA,NA,376,365.60937,NA,NA,NA,NA,NA,"Non","Non","Oui"
1509,23681,1988,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",0.7319,0.4678,0.7775,0.554,0.32409,0.386288,0.347659,1.0732,"Oui",133,133,0,91.09589,91.09589,"Non",1332,1332,"RIXENSART","Nivelles","Nivelles","Brabant Wallon","IECBW","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1981 et 1990","Entre 1971 et 1990","de 83 à 88",130,130,"Entre 101 et 150 m2","Entre 121 et 130 m2",128,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non",4,0,2.5,4,4,4,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,1,1,"5000 ou plus €/mois",1950,1960,1991,1994,NA,NA,NA,NA,NA,65,"65 ans ou plus","Masculin","Féminin","Masculin","Féminin",NA,NA,NA,NA,NA,"Sans emploi rémunéré","Fonctionnaire / Enseignant","Sans emploi rémunéré","Sans emploi rémunéré",NA,NA,NA,NA,NA,"(Pré)pensionné","Non concerné","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,NA,NA,"Supérieur non universitaire","Supérieur non universitaire","Professionnel","Supérieur non universitaire",NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.939562,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,140,NA,NA,560,563.73715,NA,NA,NA,NA,NA,"Non","Non","Oui"
1510,26156,1986,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0726,0.6851,0.7775,0.7787,0.7787,0.781363,0.703227,0.8974,"Oui",NA,46.6,NA,63.835616,63.835616,"Non",5101,5101,"NAMUR","Namur","Namur","Namur","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1981 et 1990","Entre 1971 et 1990","de 83 à 88",200,200,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0.980769,1,"Entre 3500 et 3999 €/mois",1954,1940,NA,NA,NA,NA,NA,NA,NA,61,"De 55 à 64 ans","Féminin","Masculin",NA,NA,NA,NA,NA,NA,NA,"Employé du secteur privé",NA,NA,NA,NA,NA,NA,NA,NA,"Non concerné","(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Technique",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.511371,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,58,NA,NA,232,230.11699,NA,NA,NA,NA,NA,"Non","Non","Oui"
1511,26903,2014,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,0.8195,2.2034,1.9952,1.9952,2.002024,1.439455,0.9958,"Oui",23,3,20,16.438356,NA,"Non",4420,4420,"SAINT-NICOLAS","Liège","Liège","Liège","CILE","Locataire auprès du secteur privé","Appartement ou studio",NA,"2006 et ultérieurement","Après 2000","Après 2000",60,60,"Entre 41 et 70 m2","Entre 20 et 64 m2",51,"64 m² et moins","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non",1,0,1,1,1,0.5,"La moitié de la semaine ou plus",NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,0,0,0,0,0,1,0.490385,0.5,"Entre 2000 et 2499 €/mois",1959,NA,NA,NA,NA,NA,NA,NA,NA,56,"De 55 à 64 ans","Masculin",NA,NA,NA,NA,NA,NA,NA,NA,"Profession libérale (médecin, avocat, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,"Non concerné",NA,NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.428218,"Non","Non","Plutôt confiant","Le taux de calcaire élevé - j'ai fait installer un adoucisseur d'eau","Tous les 3 mois","Tous les 3 mois",NA,NA,0,NA,NA,NA,115.618864,NA,NA,123,NA,NA,"Non","Non","Oui"
1512,20217,1993,"Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",0.7319,0.6851,0.7775,0.554,0.554,0.555895,0.399688,1.0732,"Oui",56,52.84,3.16,67.333546,72.383562,"Non",1320,1320,"BEAUVECHAIN","Nivelles","Nivelles","Brabant Wallon","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 1991 et 2000","Entre 1991 et 2000","de 89 à 2000",238,238,"Entre 201 et 250 m2","Entre 201 et 400 m2",262,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",3,0,2,3,3,2.15,"Toute la semaine","Moins de la moitié de la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,1,0.15,1,0,0,0,0,0,0,0,1,1,"Entre 3500 et 3999 €/mois",1953,1991,1992,NA,NA,NA,NA,NA,NA,62,"De 55 à 64 ans","Féminin","Féminin","Masculin",NA,NA,NA,NA,NA,NA,"Employé du secteur privé","Sans emploi rémunéré","Sans emploi rémunéré",NA,NA,NA,NA,NA,NA,"Non concerné","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,NA,NA,NA,"Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.575715,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,60,NA,NA,240,259.071526,NA,NA,NA,NA,NA,"Non","Non","Oui"
1513,21302,1990,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0934,1.0665,0.7775,0.8108,0.955122,0.813573,0.732216,0.8676,"Oui",NA,61.66,NA,78.572794,84.465753,"Non",4470,4470,"SAINT-GEORGES-SUR-MEUSE","Waremme","Huy/Waremme","Liège","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1981 et 1990","Entre 1971 et 1990","de 83 à 88",264,264,"Plus de 250 m2","Entre 201 et 400 m2",262,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non",3,0,2,3,3,2.15,"Toute la semaine","Toute la semaine","Moins de la moitié de la semaine",NA,NA,NA,NA,NA,NA,1,1,0.15,0,0,0,0,0,0,10,0.807692,1,"Entre 3500 et 3999 €/mois",1968,1965,1996,NA,NA,NA,NA,NA,NA,47,"De 45 à 54 ans","Féminin","Masculin","Féminin",NA,NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Fonctionnaire / Enseignant",NA,NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné","Etudiant/Elève",NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Secondaire supérieur général (6ème secondaire)","Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.666661,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,45,NA,NA,180,299.997649,NA,NA,NA,NA,NA,"Non","Non","Oui"
1515,23466,2003,"Non","Non","oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0934,0.8195,0.7775,0.8108,0.8108,0.813573,0.584959,1.2639,"Oui",140,134.66,5.34,122.977169,122.977169,"Non",4711,4711,"LONTZEN","Verviers","Verviers","Liège","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison jumelée (3 façades)",NA,"Entre 1991 et 2000","Entre 1991 et 2000","de 89 à 2000",220,220,"Entre 201 et 250 m2","Entre 201 et 400 m2",262,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non",3,0,2,3,3,3,"Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,3,0.942308,1,"Entre 1500 et 1999 €/mois",1959,1959,1986,NA,NA,NA,NA,NA,NA,56,"De 55 à 64 ans","Masculin","Féminin","Masculin",NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Sans emploi rémunéré","Ouvrier",NA,NA,NA,NA,NA,NA,"(Pré)pensionné","Femme/homme au foyer","Non concerné",NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Supérieur non universitaire","Professionnel",NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Oui c'est déjà arrivé que je ne puisse pas payer ma facture à temps",3.041565,"Oui","Oui","Méfiant","Gout et odeur - aspect (couleu)","Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,638.728599,NA,NA,NA,NA,NA,"Non","Non","Oui"
1516,18246,1970,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",0.7319,0.6483,0.7775,0.554,0.554,0.386288,0.389764,1.0732,"Oui",163,163,0,223.287671,223.287671,"Non",1380,1380,"LASNE","Nivelles","Nivelles","Brabant Wallon","IECBW","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",400,400,"Plus de 250 m2","Entre 201 et 400 m2",262,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Non","Oui",3,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,4,0.923077,1,"Entre 2000 et 2499 €/mois",1937,1938,NA,NA,NA,NA,NA,NA,NA,78,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,"Universitaire","Universitaire",NA,NA,NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",2.54931,"Oui","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,165,NA,NA,660,688.31365,NA,NA,NA,NA,NA,"Non","Non","Oui"
